Name,Address,Coordinates
Isfahan Sweets,,"[58.2020657, 23.6369303]"
Household & Plastic Items,,"[58.1995306, 23.6348319]"
Al Mutaqassas Saloon,,"[58.1995678, 23.634907]"
Al Sad Al Arabi Market,,"[54.0106709, 17.0104085]"
Fasterz United,,"[58.5419026, 23.603889]"
Food Stuff & Luxuries,,"[54.0333086, 17.028862]"
Good Source Commercial Market,,"[54.0420459, 17.0251635]"
Greenmart Furniture,,"[54.0402904, 17.0241324]"
Hajd Commercial Market,,"[54.0350627, 17.0215967]"
Bridgestone,,"[54.0512225, 17.0286954]"
Vehicle Spare Parts,,"[54.0540395, 17.0193755]"
Faker Salalah Commercial Market,,"[54.0332919, 17.0397366]"
Shalath Al Mawaleh Trading,,"[58.1456248, 23.5873952]"
Laundry,,"[58.1455448, 23.5879144]"
Photo Shop,,"[58.1437167, 23.5896913]"
Sale of Building Materials,,"[58.1437207, 23.589674]"
Marble & Granite,,"[58.1439663, 23.5890135]"
Dolphin,,"[58.1439852, 23.5889739]"
Pure Strain Bookstore,,"[58.143996, 23.5889208]"
Nano Cars,,"[58.1440109, 23.5888837]"
Beauty of Majan Rose,,"[58.144046, 23.5889208]"
Men's Beauty Saloon,,"[58.1441823, 23.5883283]"
Al Reem Home Furnishing,,"[58.1441674, 23.5884001]"
Professional Electronics,,"[58.1444049, 23.5876691]"
Beauty Salon,,"[58.1446631, 23.5916042]"
Ladies Beauty Salon,,"[58.1442501, 23.5925948]"
Fishing Accessories & Marine Equipment,,"[58.5612489, 23.6248432]"
Laundry,,"[58.5617411, 23.6256809]"
Sale of Household Items,,"[58.5617608, 23.6257431]"
Ravsut Cement Company,,"[58.5594442, 23.6242599]"
Sale of Vegetables & Fruit,,"[58.5613626, 23.6251185]"
Cold Store Fresh Chicken,,"[58.5612339, 23.6251345]"
Al Masroor Electronics,,"[58.5611539, 23.6251408]"
Sale of Cooler Fresh Poltry,,"[58.5611539, 23.6253512]"
Household Items,,"[58.5612269, 23.6253289]"
Household Cosmetics Items Cigarettes & Tobacco,,"[58.5612913, 23.6253257]"
Swahl Muscat Almasyh Trading,,"[58.559302, 23.6243365]"
Makhdoom Trading,,"[58.5613304, 23.6249951]"
Household Items,,"[58.5613291, 23.624969]"
Water Proof Insulating Materials,,"[54.1941088, 17.0850687]"
Spare Parts (Excluding Vehicle Parts),,"[54.1945134, 17.0857862]"
Makita,,"[54.1939555, 17.0826366]"
Commercial Market,,"[54.1923694, 17.0823871]"
Oman Pants,,"[54.1922559, 17.082385]"
Titan,,"[58.1852141, 23.6832506]"
Seeb,,"[58.1839762, 23.6836506]"
Gulf House,,"[58.1839072, 23.6836753]"
Imitation Jewellery,,"[58.1835983, 23.6837211]"
Smart Zone,,"[58.1834274, 23.6837989]"
Grand Zone,,"[58.1832525, 23.6838465]"
Badar,,"[58.1832255, 23.6838547]"
Omantel,,"[58.1831905, 23.6838602]"
Al-Hasham,,"[58.1831496, 23.6838793]"
Al Romaizan,,"[58.1895474, 23.6778145]"
BRT Peerjan Furniture,,"[58.1760094, 23.6834021]"
Asayel,,"[58.2040343, 23.6404455]"
Khanji,,"[58.2040844, 23.6405114]"
Wisal,,"[58.2047424, 23.641299]"
Sports & Scouts,,"[58.198341, 23.6321955]"
Al Haseena,,"[58.1983721, 23.6322445]"
Al Intisab,,"[58.1983497, 23.6324341]"
Perfume,,"[58.1984393, 23.6324436]"
Kamel,,"[58.1985238, 23.6325304]"
Al Majadif Trading,,"[58.1986394, 23.6326663]"
Babil Kids,,"[58.1988618, 23.6330312]"
Muscat Bakery Markets,,"[58.1993808, 23.6338511]"
Al Khoudn Shopping,,"[58.1995826, 23.6340676]"
Arabia,,"[58.1996119, 23.6341276]"
Al Falooja Commercial Market,,"[54.0313331, 17.0111368]"
Al Amani,,"[58.2001965, 23.6350912]"
Al Shahad,,"[58.2002292, 23.6351386]"
Arabia Dates,,"[58.2002827, 23.6352208]"
Dubai Travels,,"[58.2003844, 23.6353756]"
Algham Fruit Juices,,"[58.2004448, 23.6354388]"
Magic Hands Beauty Center,,"[58.2005655, 23.6356884]"
Perry's Salon,,"[58.2012208, 23.6366583]"
Al Taif Phones,,"[58.1943862, 23.625321]"
"Carpet, Furnishing & Curtains",,"[58.1944066, 23.6253613]"
Taste Bakery,,"[58.1944732, 23.6254745]"
Barber Shop,,"[58.1944947, 23.625509]"
Mobile Gallery,,"[58.1945151, 23.6255385]"
Lucky Star,,"[58.197826, 23.6301991]"
Bushra Al Khair,,"[58.1979468, 23.6304724]"
House Hold Items,,"[58.1987715, 23.6316364]"
Super Fashion,,"[58.199547, 23.6328728]"
Oman Opticals,,"[58.1999064, 23.6333359]"
Star Tower,,"[58.1998497, 23.6332321]"
Mansour,,"[58.2004015, 23.6344548]"
Almanara Bookshop,,"[58.200828, 23.6351516]"
Lulu Tutu,,"[58.2008712, 23.6352213]"
Danat Al Khoudh,,"[58.2008936, 23.6352622]"
Durat Al Khoudh Trading,,"[58.2010218, 23.6354385]"
Charisma,,"[58.2015811, 23.6362268]"
Colouring,,"[58.2022447, 23.637224]"
Saffron World,,"[58.2023744, 23.6374098]"
Black,,"[58.2024251, 23.6375137]"
Sun Opticals,,"[58.2025519, 23.63747]"
Retail of Miscellaneous Household Utensils,,"[58.2018584, 23.6358975]"
Al Tawoos,,"[58.2017958, 23.6359221]"
Beauty Parlour,,"[58.2017347, 23.6359754]"
Al Khoudh Furniture,,"[58.2008742, 23.6349439]"
Tailoring of Women Aba,,"[58.2008608, 23.6349111]"
Pocahontas,,"[58.2005148, 23.6343647]"
Al Mustakshif,,"[58.1996722, 23.6347581]"
Muscat bakery,,"[58.5364751, 23.6049321]"
All Kind of Upholstry,,"[58.5430741, 23.6111684]"
Barber Shop,,"[58.5430801, 23.6112114]"
Laundry,,"[58.5430925, 23.6112564]"
Manual,,"[58.5431004, 23.6112887]"
Horizons Tech,,"[54.0428835, 17.0246498]"
Arab Gate,,"[54.0429739, 17.0246897]"
Almaha Ceramics,,"[54.0421671, 17.0252114]"
Gulftech,,"[54.0399999, 17.0239905]"
Commercial Market,,"[54.0180628, 17.0317628]"
Al Danube,,"[54.0536868, 17.0152079]"
Brite Vision Opticals,,"[58.1452069, 23.5890365]"
Jabal Al Rayyan,,"[58.1450665, 23.5891577]"
Al Naamani,,"[58.1449603, 23.5894061]"
Manual Bakery,,"[58.1447922, 23.5898968]"
Retail of Building Materials,,"[58.1447448, 23.5900898]"
Owais International,,"[58.1445734, 23.5904968]"
Al Ismaeli Al Asriya,,"[58.1445032, 23.5907077]"
Dry Cleaning & Laundry,,"[58.1433201, 23.5939882]"
Sofiya's,,"[58.1432968, 23.5940813]"
Laundry,,"[58.1431339, 23.5943761]"
Fata Al Watan,,"[58.1430725, 23.5943567]"
Tilal Bakery,,"[58.1430111, 23.594345]"
Laundry,,"[58.1347823, 23.5909496]"
Barber Shop,,"[58.1436222, 23.5899498]"
Laundry,,"[58.1436384, 23.5899003]"
Al Arab Sky Coffeeshop,,"[54.0361605, 17.0022632]"
Naif Ladies Accessories,,"[54.0357879, 17.0026227]"
Commercial Centre,,"[54.0356931, 17.0027183]"
Manufacture of Curtains,,"[58.5604461, 23.6258673]"
Abu Sumaiya International,,"[58.5603804, 23.6258834]"
Carrier Trading,,"[58.5603389, 23.6258914]"
Al Batina Livestock,,"[58.5611191, 23.6251456]"
Al Haramain,,"[58.54641, 23.6178026]"
Meat & Fish Center,,"[58.5464826, 23.6180249]"
Al Hamadi Fisheries Co.,,"[58.5465157, 23.6180933]"
Jawharat Sur Trading,,"[58.5503147, 23.6220186]"
Al Mina Bakery,,"[58.5563387, 23.6222048]"
Barber Shop,,"[58.5607826, 23.6250433]"
Foostuff & Luxuries,,"[54.2101929, 17.0491023]"
Commercial Market,,"[54.2104899, 17.0491747]"
Sale of New Spare Parts of Motor Vehicles,,"[54.1930988, 17.0828112]"
Auto Repair,,"[54.1941223, 17.0850931]"
Commercial Market,,"[54.1965661, 17.0758696]"
"Building Material, Sanitary Ware & Electricals",,"[54.1965678, 17.0757859]"
Vitour,,"[54.1927687, 17.0832712]"
Maintenance of Electronic Equipments,,"[54.1929112, 17.0836966]"
Steel & Aluminum Workshop,,"[54.192949, 17.0837639]"
Aluminum Workshop,,"[54.1956825, 17.0883104]"
Dhofar Laundry,,"[54.1597109, 17.0854071]"
Eurotherm,,"[54.1597684, 17.0853273]"
Laundry,,"[54.159062, 17.0778754]"
Foodstuff & Luxuries,,"[54.1592377, 17.0778393]"
Al Jazeera,,"[54.1592803, 17.0778597]"
Electronics Equipment Maintenance & Repair,,"[54.1591113, 17.0778079]"
Gents Tailoring,,"[54.159736, 17.0777891]"
Sale Maintenance of Electronics & Computer Devices,,"[54.1599325, 17.0778873]"
Noor Al-Deera,,"[54.1591759, 17.0777959]"
Masar & Omani Topi,,"[54.1593889, 17.0778832]"
Nissa Al Khaleej,,"[54.1597091, 17.0780311]"
Gents Hair Dressing,,"[54.1598976, 17.0781095]"
Foodstuff,,"[54.1595413, 17.0646359]"
Laundry,,"[58.5401032, 23.62114]"
Manual Bakery,,"[58.5415765, 23.6179579]"
Barber Shop,,"[58.5414971, 23.618057]"
Ladies Tailoring,,"[58.5415085, 23.6180391]"
Al Sahil Karak,,"[58.5413117, 23.6183997]"
Venus Beauty Parlour,,"[58.5357604, 23.6057533]"
Red Scissor,,"[58.5347308, 23.6026135]"
Fresh Mart,,"[58.5347359, 23.6023708]"
Hadhab Bowsher,,"[58.5340509, 23.6023755]"
Laundry & Dry Cleaning,,"[58.534056, 23.6025552]"
Furniture,,"[58.5338115, 23.6025598]"
Yamaha,,"[58.5190672, 23.5966674]"
Golden Chair,,"[58.5218397, 23.5871484]"
Men Wearing,,"[58.5223666, 23.5873344]"
Sale of Textiles,,"[58.521297, 23.5869508]"
Hassan Thad,,"[58.5210367, 23.5867509]"
Barber Shop,,"[58.520541, 23.5863748]"
Medical Supplies,,"[58.5426183, 23.5966288]"
Salman Stores,,"[58.5421801, 23.5964543]"
Opticals,,"[58.5435845, 23.5948538]"
Excellence Trading,,"[58.5344707, 23.5996951]"
Al Thawrajah Trading Co.,,"[58.5344244, 23.5997018]"
Retail of Saitaryware and Fittings,,"[58.5477785, 23.5847274]"
East Jalan Trading,,"[58.5476314, 23.584664]"
Barber Shop,,"[58.5456889, 23.5844868]"
Sale of Ornamental,,"[58.5456787, 23.58434]"
Building Materials,,"[58.5456834, 23.5843986]"
Luxuries,,"[58.5456901, 23.5845044]"
Yaqoot Muscat United,,"[58.5456924, 23.5845248]"
Moda Bin Said Bin hamed Trading,,"[58.5456959, 23.5845822]"
Textiles & Readymade Garments,,"[58.5457023, 23.5846349]"
Aqadah Sitar Trading,,"[58.5457083, 23.5846862]"
Grace Optical,,"[58.5457277, 23.584843]"
Abu Saheem Trading,,"[58.545781, 23.5850018]"
Ombr Masser Al Falary & Partners,,"[58.5457985, 23.5850005]"
Zahrat Al Shefa,,"[58.5458167, 23.5849992]"
Muscat Ceramic Center,,"[58.5458455, 23.5849966]"
Mohammed Ali Trading,,"[58.5481981, 23.5852671]"
North,,"[58.5482657, 23.5852932]"
Four Oasis,,"[58.5483032, 23.5853029]"
Northern Batna Trading,,"[58.5483415, 23.5853134]"
Shaseer Ahmed Trading,,"[58.5483781, 23.5853223]"
Eutotherm,,"[54.1917726, 17.0824023]"
Al Mardoof,,"[54.1995301, 17.076543]"
Commercial Market,,"[54.1995289, 17.076206]"
Food Stuff,,"[54.19968, 17.0759335]"
Al Mizan Technology,,"[54.1996799, 17.0758313]"
Aluminum Workshop,,"[54.1958848, 17.0886323]"
Foodstuff Wholesale,,"[54.1593483, 17.077874]"
Gents Tailoring,,"[54.1594428, 17.0779099]"
Foodstuff & Luxuries,,"[54.1595479, 17.0779601]"
Golden Royal,,"[54.1596139, 17.0779875]"
Repair of Electronics Devices,,"[54.1538822, 17.0814632]"
Readymade Garments Sale,,"[54.1534594, 17.0821546]"
Vegetables & Fruits Sale,,"[54.1593968, 17.0776543]"
Al Arab Market,,"[54.1595067, 17.0776956]"
Maintenance of Electronic Equipments,,"[54.1596839, 17.0777646]"
Gents Tailoring,,"[54.1598487, 17.078091]"
"Electric, Sanitary & Building Material",,"[54.1600509, 17.0781845]"
Foodstuff,,"[54.1512827, 17.0817785]"
Laundry,,"[54.1512827, 17.0818367]"
Event Management,,"[58.5401378, 23.6199724]"
Hairdressing and Beauty,,"[58.5400995, 23.6210364]"
Barber Shop,,"[58.5400977, 23.6210929]"
Al Mazhar Engineering & Trading Services,,"[58.5400384, 23.6313889]"
Barber Shop,,"[58.5405238, 23.6173009]"
Building Construction & Pipelines Contracting,,"[58.5415744, 23.6178456]"
Laundry,,"[58.5343335, 23.6030312]"
Al Mudhaibi Forts,,"[58.5199183, 23.5860188]"
Al Amirat,,"[58.5191767, 23.5857738]"
Studio & Photo Copy,,"[58.5191563, 23.5857708]"
Manual,,"[58.5182692, 23.5857245]"
Barber,,"[58.5190458, 23.5847352]"
Vegetables & Fruits,,"[58.5191117, 23.5848126]"
Laundry,,"[54.0110717, 17.0070307]"
Laundry,,"[58.5222092, 23.5870583]"
Safoh Sinaw Trading,,"[58.5221268, 23.587089]"
Ladies Taloring,,"[58.521081, 23.5864908]"
Future Plastics,,"[58.5425352, 23.5966682]"
Al Areej,,"[58.551355, 23.584159]"
White Oryx Travels & Tours,,"[58.547956, 23.5847413]"
Marine International,,"[58.5476736, 23.5846709]"
United Gulf Harbour,,"[58.5475741, 23.584658]"
Ladied Tailoring,,"[58.5463192, 23.5844052]"
Textiles & Readymade Garments,,"[58.5457206, 23.5847339]"
Trade of Readymade Garments,,"[58.5457256, 23.584816]"
Wholesale of Householed Furniture,,"[58.5457571, 23.5849606]"
Best Guld Trading,,"[58.5458721, 23.5849947]"
Khimji Ramdas,,"[58.5464252, 23.5849091]"
Al Hassan Electricals,,"[58.5466302, 23.5848874]"
Coffee Shop,,"[58.2447918, 23.631582]"
Taste Bakery,,"[58.2447324, 23.6316057]"
Coffee Shop,,"[58.2392912, 23.6242577]"
Coffee Shop,,"[58.2435937, 23.631577]"
Barber Shop,,"[58.2435189, 23.6316089]"
Trade of Carpet,,"[58.2398548, 23.6233498]"
Coffee Shop,,"[58.2386464, 23.6242961]"
Tailoring of Men Wearing,,"[58.5445948, 23.5884124]"
Hamed Mohammed,,"[58.5467248, 23.5848979]"
Al Shams,,"[58.5468452, 23.5849104]"
Khurshid,,"[58.5469226, 23.5849176]"
Venus,,"[58.5470004, 23.5849482]"
Abbas Hardware,,"[58.5470803, 23.5849617]"
Abu Zaki Trading,,"[58.5471772, 23.5849781]"
Al Bashaer Trading,,"[58.547565, 23.5850319]"
Al Basim International,,"[58.5476009, 23.5850371]"
Al Dastoor,,"[58.5476351, 23.5850423]"
Habib Salem,,"[58.5477043, 23.5850901]"
Shanta Devi Naraindas Toprani,,"[58.5477296, 23.5850983]"
Permoglaze,,"[58.5481207, 23.5852417]"
Mohammed Anwar Mehrab Al Bahshi Trading,,"[58.5486405, 23.5855276]"
Al Reef United Trading,,"[58.5486845, 23.5855523]"
Yaqoob,,"[58.5487578, 23.5855941]"
Super Granite & Marble,,"[58.5488083, 23.5855672]"
Mohammed Riaz,,"[58.5493988, 23.5859979]"
Broadway,,"[58.5494871, 23.5860653]"
Sahab Al Mabelah Trading,,"[58.5495149, 23.5860847]"
JV Muscat International,,"[58.5495418, 23.5861057]"
Al Sad,,"[58.5495688, 23.5861274]"
Al Rayyan Ceramic,,"[58.5504048, 23.5866688]"
Dubai Ceramic Centre,,"[58.5504977, 23.586748]"
Ryadh Al Rasafa Trading,,"[58.5505919, 23.5868225]"
Central Electrical Trrading,,"[58.5506383, 23.5868591]"
Hi-Tech International,,"[58.5506848, 23.586897]"
Star Light Electrical,,"[58.5507299, 23.5869348]"
Home Style,,"[58.5507789, 23.5869738]"
Al Naser,,"[58.5508241, 23.5870093]"
Al Fanoos Lighing,,"[58.5508641, 23.5870412]"
Hamed Abdullah Enterprises,,"[58.5512356, 23.5873923]"
IBN Saeed Al Hubni Trading,,"[58.5512911, 23.5874325]"
Modern Establishment,,"[58.5513878, 23.5875188]"
Mustafa Ghulan Ali Stores,,"[58.55182, 23.5878888]"
Bin Barswan Trading,,"[58.5519322, 23.5879409]"
Atlas Computer,,"[58.5481571, 23.5931381]"
Venus Computer,,"[58.5481795, 23.5931014]"
Sport One,,"[58.5482498, 23.5929887]"
Arabian Computer,,"[58.54836, 23.5928833]"
Al Idrisy Computer Services,,"[58.5483952, 23.5928233]"
Desert Bird Trading,,"[58.5484351, 23.5927632]"
Universal,,"[58.5484831, 23.5926783]"
Al Mohsin Electricals,,"[58.548515, 23.5926212]"
Technical Care Computers,,"[58.5485661, 23.5925714]"
Beladi Trading,,"[58.5485933, 23.5925231]"
Prompt Computer Serivces,,"[58.548877, 23.5921124]"
Engraving & Screen Printing,,"[58.5500164, 23.590353]"
3D Sign & Graphic Design,,"[58.5499645, 23.5902992]"
Al Maha Tower Trading,,"[58.5499461, 23.5902501]"
Al Hawadoah Trading,,"[58.5511348, 23.5884681]"
Nismat A'Dhahra,,"[58.551108, 23.5884459]"
United Al Khuwair Trading,,"[58.5515031, 23.5868702]"
Sale of Auto Paints,,"[58.5515937, 23.5867784]"
Barber Shop,,"[58.55169, 23.5866158]"
Juma Bin Saif Al Jabri Trading,,"[58.552518, 23.5859209]"
Al Kiyumi,,"[58.552528, 23.5859521]"
Mohammad Khamis Al Harbi Trading,,"[58.552568, 23.586085]"
Auto Electrician & Tyre Repairing,,"[58.5537973, 23.5862079]"
Welding Workship,,"[58.5536682, 23.5864966]"
Steel Workshop,,"[58.5536042, 23.5865562]"
Steel Lathe & Welding Workshop,,"[58.5535402, 23.5866195]"
Atlas Textiles,,"[58.5453977, 23.593681]"
Textiles,,"[58.5454865, 23.5936999]"
Tailoring Shops,,"[58.5455558, 23.5936989]"
Royal Famous Tailoring,,"[58.5456468, 23.5936651]"
Coffee Shop,,"[58.5490745, 23.5916143]"
Kenwood,,"[58.549186, 23.5916509]"
Muscat Pearl,,"[58.5492298, 23.5915997]"
Muscat Silver Heart,,"[58.5508791, 23.5888458]"
Construction Materials,,"[58.5522774, 23.585519]"
Maintenence & Machinery Repair,,"[58.5526721, 23.5858916]"
Steel Workshop,,"[58.5526831, 23.5859242]"
Froh Mot,,"[58.5537032, 23.5859794]"
Al Dare Trading & Contest,,"[58.5537433, 23.5859919]"
Seat Cover,,"[58.5537907, 23.5860053]"
Car Upholstery,,"[58.5538782, 23.5860287]"
Al Jissi Company,,"[58.5517014, 23.5884425]"
Oman Lights,,"[58.5496632, 23.5861547]"
Taza Trading,,"[58.5496934, 23.5861227]"
Imperial Pioneer Enterprises,,"[58.5443268, 23.5850531]"
"Carpets, Curtains & Furniture",,"[58.545312, 23.584818]"
Retail of Construction Materials,,"[58.5453597, 23.5848167]"
Sony Printers,,"[58.545406, 23.5848141]"
Danat Al Seeb Modern Trading,,"[58.5455434, 23.5849559]"
Omantel,,"[58.5455955, 23.5857141]"
Al Maasir Opticals,,"[58.5456037, 23.5859281]"
Home Appliances,,"[58.5456343, 23.5861259]"
Nahr Al Ganour International,,"[58.5456379, 23.5861751]"
New Electronics House,,"[58.545639, 23.5862232]"
Tadmur Overseas,,"[58.545639, 23.5862745]"
Friendi,,"[58.5456414, 23.5863151]"
Contact Line,,"[58.5456425, 23.5863568]"
Cleopatra Opticals,,"[58.5456502, 23.5868376]"
Amouage Al Bhajat Trading,,"[58.5456515, 23.5868863]"
Al Zaher Opticals,,"[58.5456515, 23.5869409]"
Adhwa Al Billa,,"[58.5456515, 23.5869955]"
Maraj Rmulji,,"[58.5456528, 23.5870572]"
Taiseer Electronics,,"[58.5456528, 23.5871201]"
New Makha,,"[58.5456528, 23.5871842]"
Al Qana'a Trading,,"[58.5456541, 23.587253]"
Abu Ziyad Al Balushi & Partners,,"[58.5456541, 23.5873148]"
Welcome Electronics,,"[58.5456541, 23.5873741]"
Atlal Al Bustan Trading,,"[58.5456541, 23.5874358]"
Sky Electronics,,"[58.5456541, 23.5875332]"
Fashion Fabrics,,"[58.5456554, 23.5876388]"
Zahrat Al Hana,,"[58.5456554, 23.5876804]"
Selection World,,"[58.5456127, 23.5879273]"
Khimji Ramdas,,"[58.5456852, 23.5882418]"
Wadi Shinas Fashion,,"[58.5456787, 23.5883154]"
First Star Trading,,"[58.5456761, 23.5883843]"
Atlas Shoes,,"[58.5456709, 23.5884531]"
Sky Jewellery,,"[58.5456645, 23.5885326]"
The Raymond Shop,,"[58.545658, 23.5886074]"
Ruwi Gift Markets,,"[58.5455427, 23.5887641]"
Sale of Electronic Appliances,,"[58.5453445, 23.5892246]"
Ameed Bid Said Bin Salin Al Amiri Trading,,"[58.5453743, 23.5892947]"
Haider,,"[58.5453756, 23.5893303]"
Watch Corner,,"[58.5453705, 23.589379]"
Omantel,,"[58.5458712, 23.5864743]"
Mazaya,,"[58.5458712, 23.5865635]"
Mustafa Sultan Electronics,,"[58.5459093, 23.5868455]"
Al Badrah,,"[58.5458777, 23.5870455]"
Oman Gulf Enterprises,,"[58.546008, 23.5872665]"
Abu Ziyad Al Balushi,,"[58.5460105, 23.5874831]"
Bombay,,"[58.5460155, 23.5878629]"
Bahwan Mart,,"[58.5460175, 23.5879714]"
Zahaat Al Hana Tradi,,"[58.5459131, 23.5881866]"
Mobile Phone,,"[58.5459101, 23.5882574]"
Abu Saja Shoes,,"[58.5459101, 23.588285]"
Dhofar Beauty,,"[58.5459182, 23.5884248]"
Aerosoft,,"[58.5459245, 23.5887269]"
Ashtel Spares,,"[58.5458722, 23.5888375]"
Muscat Trading,,"[58.5458249, 23.5889347]"
Muscat Fashions,,"[58.5457947, 23.5889977]"
Albasco,,"[58.5457641, 23.5890621]"
Modern Capital Optical,,"[58.5457335, 23.5891298]"
Coffee Shop,,"[58.5451979, 23.5902737]"
Naseem Muscat International,,"[58.5451636, 23.5903508]"
Coffee Shop,,"[58.545128, 23.5904293]"
Watches,,"[58.5450866, 23.5905221]"
Coffee Shop,,"[58.5436646, 23.5902826]"
Arabian Technical Marketing,,"[58.5444143, 23.5881625]"
Coffee Shop,,"[58.544492, 23.5881701]"
Sea Star,,"[58.5445831, 23.5882432]"
Al Marei Trading,,"[58.5446101, 23.5882508]"
Greater Muscat,,"[58.5447686, 23.5882584]"
Arabian Technical Marketing Overall,,"[58.5448432, 23.5882527]"
Sanad Service Center,,"[58.5450836, 23.5883923]"
Barber Shop,,"[58.5451095, 23.5884018]"
Photographic Studio,,"[58.5454131, 23.588529]"
Shakind Electronics,,"[58.5446247, 23.5909766]"
Omantel,,"[58.5446793, 23.5935599]"
East Asia International Trading,,"[58.544671, 23.5936478]"
Jolly Silks,,"[58.5445846, 23.5936792]"
Al Wahaj,,"[58.5444935, 23.5936922]"
Lucky Star,,"[58.5443929, 23.5937042]"
Joyalukkas Jewellery,,"[58.5443183, 23.5937161]"
Rafaah,,"[58.5442366, 23.5937237]"
Blue Fountain Trading,,"[58.5438993, 23.5935838]"
Wadi Al Seer Trading,,"[58.5436767, 23.5928498]"
Laundry,,"[58.5436705, 23.592828]"
Hani Gifts,,"[58.5436565, 23.5927428]"
Al Aqeeqa,,"[58.5436478, 23.5927125]"
Abu Hafidh International,,"[58.54364, 23.5926831]"
Sahal Shia Trading,,"[58.5436127, 23.5925778]"
Playphone,,"[58.5435621, 23.5923771]"
Media Market,,"[58.5433772, 23.5917491]"
Al Rahhal Trading,,"[58.5433392, 23.5916412]"
Khalid United,,"[58.5432808, 23.5913665]"
Aero Space,,"[58.5432458, 23.5913299]"
Suhil Khalid Iqbal,,"[58.543238, 23.5913014]"
Hala Muscat,,"[58.5431796, 23.5911533]"
Ocean National,,"[58.5431708, 23.5911239]"
Athal International,,"[58.543164, 23.5910971]"
Bahla,,"[58.5430647, 23.5907644]"
E Zone,,"[58.543055, 23.5907207]"
Hala Phone,,"[58.5430326, 23.5904798]"
Saif Al Namani,,"[58.5430307, 23.5904388]"
A'rayyan,,"[58.54302, 23.5902689]"
Al Saham Trading,,"[58.542764, 23.5891298]"
Barber Shop,,"[58.5426832, 23.5888002]"
Gifts & Novelties,,"[58.5426734, 23.5887725]"
Al Woores Al Wasi Trading,,"[58.5426705, 23.588744]"
Trading Gifts & Accessories,,"[58.5426705, 23.5887199]"
Al Itterfaq,,"[58.5426695, 23.588694]"
Nada Happiness,,"[58.5425089, 23.5883575]"
Al Yen,,"[58.5426374, 23.5883328]"
Golden Baskets Trading,,"[58.5437596, 23.5881421]"
Abu Al Raim,,"[58.5438287, 23.5881566]"
Arab India Spices,,"[58.5438941, 23.5881532]"
Arabian Technical Marketing,,"[58.5439231, 23.5881515]"
Manual Bakery,,"[58.5438667, 23.5866757]"
Coffee Shop,,"[58.5439072, 23.5866572]"
Tarq & Khalid Enterprises,,"[58.5439781, 23.5866001]"
Renal Al,,"[58.5440085, 23.5865855]"
Al Yaqoot Al Asli,,"[58.544049, 23.5865657]"
Pure Gold,,"[58.545, 23.5908777]"
Yasmin Jewellers,,"[58.5449499, 23.5909623]"
Sea Pearls,,"[58.5448877, 23.5912237]"
Taiseer,,"[58.5448865, 23.5913004]"
Ridhwan Opticals,,"[58.5448865, 23.5913706]"
Gulf Gold,,"[58.5448853, 23.5914278]"
Asian Delight,,"[58.5448853, 23.5914764]"
Readymade Garments & Textiles,,"[58.5448841, 23.5915185]"
Cochin Gold & Diamonds,,"[58.5448912, 23.591634]"
Bin Ibrahim Trading,,"[58.5449089, 23.5916783]"
Arabian Jewellery,,"[58.5449254, 23.5917258]"
Guijan Trading,,"[58.5448903, 23.5919478]"
Elite Jewellery,,"[58.5448684, 23.5919904]"
Star Watches,,"[58.5448684, 23.5920754]"
"Perfumes, Cosmentics & Watches",,"[58.5448971, 23.5924718]"
Perfumes & Cosmetics,,"[58.5445307, 23.5938983]"
Bahwan Travel Services,,"[58.5444372, 23.5938818]"
Barber Shop,,"[58.54285, 23.5899037]"
Dana Middle East,,"[58.5428415, 23.5898496]"
Building Contract,,"[58.5428329, 23.5897978]"
FAhad Al Zadjali Tailoring,,"[58.5426909, 23.5896057]"
Baboo Murad Trading,,"[58.5426857, 23.5895838]"
Abu Firyal Barber Shop,,"[58.5426977, 23.5895014]"
Zahla Trading,,"[58.5426969, 23.5894026]"
Sale of Meat,,"[58.5426789, 23.5893493]"
House Hold Articles,,"[58.5426575, 23.5892458]"
Khamis Al Araimi & Son's Trading,,"[58.5426489, 23.5892152]"
Radha Bin Ismail Trading,,"[58.5426284, 23.5891439]"
Rawasi Ruwi Trading,,"[58.5425498, 23.5888689]"
Coffee Shop,,"[58.542468, 23.5887776]"
Godown,,"[58.5424628, 23.588747]"
Wholesale of Foodstuff,,"[58.5402044, 23.5850304]"
Coffee Shop,,"[58.5394132, 23.585974]"
Milestone,,"[58.5394469, 23.5860896]"
Sale & Repair of Bicylces,,"[58.5398733, 23.5866359]"
Al Kormair Jisoor Trading,,"[58.5400244, 23.5869568]"
Mohammed & Ali Al Lawati,,"[58.5400484, 23.5869867]"
